Mission;Sample;Subsample;depth (cm);Sieve size (µm);weight %;D50 (µm);Source
Apollo 12;12001;"12001;62";;250.0;7.95;54.52;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12001;"12001;62";;177.0;7.24;54.52;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12001;"12001;62";;150.0;3.06;54.52;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12001;"12001;62";;125.0;3.49;54.52;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12001;"12001;62";;74.0;12.19;54.52;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12001;"12001;62";;37.0;15.02;54.52;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12001;"12001;62";;30.0;12.47;54.52;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12001;"12001;62";;20.0;8.61;54.52;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12001;"12001;62";;10.0;9.15;54.52;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12001;"12001;62";;1.0;10.38;54.52;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12003;"12003;11";;10000.0;0.0;68.44;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12003;"12003;11";;1000.0;0.0;68.44;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12003;"12003;11";;500.0;4.63;68.44;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12003;"12003;11";;250.0;9.23;68.44;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12003;"12003;11";;150.0;11.93;68.44;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12003;"12003;11";;90.0;15.54;68.44;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12003;"12003;11";;75.0;5.79;68.44;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12003;"12003;11";;45.0;16.07;68.44;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12003;"12003;11";;20.0;20.22;68.44;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12003;"12003;11";;1.0;15.59;68.44;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12023;"12023;25";;10000.0;0.0;53.52;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12023;"12023;25";;1000.0;0.0;53.52;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12023;"12023;25";;500.0;5.83;53.52;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12023;"12023;25";;250.0;9.92;53.52;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12023;"12023;25";;150.0;9.39;53.52;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12023;"12023;25";;90.0;11.38;53.52;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12023;"12023;25";;75.0;4.31;53.52;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12023;"12023;25";;45.0;13.88;53.52;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12023;"12023;25";;20.0;19.84;53.52;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12023;"12023;25";;1.0;24.46;53.52;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12032;"12032;40";;10000.0;0.0;92.33;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12032;"12032;40";;4000.0;7.52;92.33;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12032;"12032;40";;2000.0;4.08;92.33;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12032;"12032;40";;1000.0;4.93;92.33;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12032;"12032;40";;500.0;5.89;92.33;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12032;"12032;40";;250.0;8.72;92.33;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12032;"12032;40";;150.0;8.03;92.33;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12032;"12032;40";;90.0;11.4;92.33;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12032;"12032;40";;75.0;3.94;92.33;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12032;"12032;40";;45.0;10.74;92.33;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12032;"12032;40";;20.0;14.76;92.33;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12032;"12032;40";;1.0;18.98;92.33;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;464";;10000.0;0.0;59.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;464";;1000.0;0.0;59.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;464";;500.0;7.98;59.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;464";;250.0;10.3;59.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;464";;150.0;9.5;59.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;464";;90.0;11.76;59.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;464";;75.0;4.57;59.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;464";;45.0;13.05;59.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;464";;20.0;17.04;59.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;464";;1.0;24.8;59.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;37";15;10000.0;0.0;61.01;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;37";15;1000.0;0.0;61.01;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;37";15;841.0;3.5;61.01;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;37";15;420.0;7.41;61.01;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;37";15;250.0;9.06;61.01;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;37";15;177.0;6.18;61.01;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;37";15;150.0;4.73;61.01;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;37";15;125.0;3.5;61.01;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;37";15;74.0;11.32;61.01;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;37";15;37.0;15.44;61.01;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;37";15;30.0;12.97;61.01;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;37";15;10.0;17.7;61.01;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;37";15;1.0;7.21;61.01;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;45";15;10000.0;0.0;59.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;45";15;1000.0;0.0;59.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;45";15;500.0;7.98;59.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;45";15;250.0;10.3;59.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;45";15;150.0;9.5;59.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;45";15;90.0;11.76;59.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;45";15;75.0;4.57;59.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;45";15;45.0;13.05;59.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;45";15;20.0;17.04;59.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12033;"12033;45";15;1.0;24.8;59.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;32";;10000.0;0.0;142.96;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;32";;4000.0;3.79;142.96;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;32";;2000.0;4.67;142.96;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;32";;1000.0;5.59;142.96;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;32";;841.0;1.85;142.96;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;32";;420.0;11.66;142.96;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;32";;250.0;9.26;142.96;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;32";;177.0;8.14;142.96;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;32";;150.0;4.26;142.96;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;32";;125.0;2.96;142.96;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;32";;105.0;4.62;142.96;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;32";;74.0;6.11;142.96;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;32";;64.0;1.3;142.96;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;32";;53.0;6.3;142.96;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;32";;44.0;3.15;142.96;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;32";;37.0;5.37;142.96;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;32";;30.0;6.66;142.96;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;32";;20.0;5.55;142.96;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;32";;10.0;3.51;142.96;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;32";;1.0;4.26;142.96;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;23";;10000.0;0.0;137.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;23";;4000.0;3.79;137.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;23";;2000.0;4.67;137.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;23";;1000.0;5.59;137.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;23";;500.0;8.81;137.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;23";;250.0;13.79;137.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;23";;150.0;11.29;137.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;23";;90.0;12.36;137.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;23";;75.0;4.88;137.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;23";;45.0;11.39;137.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;23";;20.0;4.97;137.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12037;"12037;23";;1.0;17.44;137.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12041;"12041;23";;10000.0;0.0;49.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12041;"12041;23";;1000.0;0.0;49.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12041;"12041;23";;841.0;0.98;49.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12041;"12041;23";;420.0;5.1;49.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12041;"12041;23";;250.0;7.64;49.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12041;"12041;23";;177.0;6.47;49.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12041;"12041;23";;150.0;3.52;49.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12041;"12041;23";;125.0;4.12;49.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12041;"12041;23";;105.0;5.49;49.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12041;"12041;23";;74.0;8.04;49.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12041;"12041;23";;53.0;6.66;49.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12041;"12041;23";;44.0;5.68;49.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12041;"12041;23";;37.0;4.32;49.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12041;"12041;23";;30.0;7.26;49.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12041;"12041;23";;20.0;33.72;49.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;24";;10000.0;0.0;65.19;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;24";;4000.0;0.0;65.19;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;24";;2000.0;0.75;65.19;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;24";;1000.0;1.77;65.19;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;24";;500.0;5.15;65.19;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;24";;250.0;9.62;65.19;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;24";;150.0;10.62;65.19;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;24";;90.0;13.35;65.19;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;24";;75.0;4.81;65.19;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;24";;45.0;14.32;65.19;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;24";;20.0;17.9;65.19;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;24";;1.0;20.71;65.19;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;28";;10000.0;0.0;100.48;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;28";;4000.0;0.0;100.48;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;28";;2000.0;0.75;100.48;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;28";;1000.0;1.77;100.48;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;28";;841.0;1.41;100.48;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;28";;420.0;6.81;100.48;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;28";;250.0;9.62;100.48;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;28";;177.0;8.45;100.48;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;28";;150.0;7.04;100.48;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;28";;125.0;5.17;100.48;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;28";;105.0;7.74;100.48;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;28";;74.0;9.86;100.48;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;28";;64.0;2.35;100.48;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;28";;53.0;1.64;100.48;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;28";;44.0;6.81;100.48;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;28";;37.0;8.22;100.48;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;28";;30.0;4.69;100.48;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;28";;20.0;8.92;100.48;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;28";;10.0;3.52;100.48;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12042;"12042;28";;1.0;4.23;100.48;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;12";;10000.0;0.0;56.22;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;12";;1000.0;0.0;56.22;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;12";;500.0;3.09;56.22;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;12";;250.0;7.05;56.22;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;12";;150.0;10.33;56.22;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;12";;90.0;14.79;56.22;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;12";;75.0;5.54;56.22;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;12";;45.0;16.31;56.22;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;12";;20.0;18.63;56.22;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;12";;1.0;23.26;56.22;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;40";;10000.0;0.0;89.94;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;40";;1000.0;0.0;89.94;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;40";;841.0;1.52;89.94;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;40";;420.0;6.33;89.94;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;40";;250.0;10.13;89.94;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;40";;177.0;8.86;89.94;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;40";;150.0;7.09;89.94;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;40";;125.0;5.82;89.94;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;40";;105.0;6.33;89.94;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;40";;74.0;8.86;89.94;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;40";;53.0;7.59;89.94;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;40";;44.0;6.58;89.94;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;40";;37.0;6.33;89.94;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;40";;30.0;5.07;89.94;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;40";;20.0;8.61;89.94;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;40";;10.0;5.82;89.94;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12044;"12044;40";;1.0;4.05;89.94;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 12;12070;"12070;104";;10000.0;0.0;58.97;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
